state,season,week_ending_date,age_category,sex,race,rate,cumulative_rate
Utah,2023-24,2023-10-14T00:00:00.000,0-17 years (Children),All,All,0.3,0.7
Minnesota,2023-24,2023-10-14T00:00:00.000,0-17 years (Children),All,"AI/AN, non-Hispanic",0,0
Oregon,2023-24,2023-10-14T00:00:00.000,0-17 years (Children),Male,All,0.6,2.2
Connecticut,2023-24,2023-10-14T00:00:00.000,0-17 years (Children),Female,All,3.5,4.4
New York,2023-24,2023-10-14T00:00:00.000,0-17 years (Children),All,Hispanic,2,3.9
Minnesota,2023-24,2023-10-14T00:00:00.000,0-17 years (Children),All,"Black, non-Hispanic",1.7,2.6
Oregon,2023-24,2023-10-14T00:00:00.000,0-17 years (Children),All,Hispanic,1.3,1.3
Connecticut,2023-24,2023-10-14T00:00:00.000,0-17 years (Children),Male,All,5.9,9.2
Tennessee,2023-24,2023-10-14T00:00:00.000,0-17 years (Children),All,All,6.2,11.3
Oregon,2023-24,2023-10-14T00:00:00.000,0-17 years (Children),Female,All,1.7,2.3
Minnesota,2023-24,2023-10-14T00:00:00.000,0-17 years (Children),All,"A/PI, non-Hispanic",0,0
Georgia,2023-24,2023-10-14T00:00:00.000,0-17 years (Children),All,"White, non-Hispanic",8.5,16.7
RSV-NET,2023-24,2023-10-14T00:00:00.000,0-17 years (Children),All,"White, non-Hispanic",2.5,4.4
RSV-NET,2023-24,2023-10-14T00:00:00.000,0-17 years (Children),All,All,3.2,5.9
Georgia,2023-24,2023-10-14T00:00:00.000,0-17 years (Children),All,"Black, non-Hispanic",7.7,15.7
Minnesota,2023-24,2023-10-14T00:00:00.000,0-17 years (Children),Male,All,1.4,3
RSV-NET,2023-24,2023-10-14T00:00:00.000,0-17 years (Children),All,"Black, non-Hispanic",4.8,9.9
Minnesota,2023-24,2023-10-14T00:00:00.000,0-17 years (Children),All,Hispanic,0,0
Georgia,2023-24,2023-10-14T00:00:00.000,0-17 years (Children),All,"AI/AN, non-Hispanic",0,0
Oregon,2023-24,2023-10-14T00:00:00.000,0-17 years (Children),All,All,1.1,2.3
RSV-NET,2023-24,2023-10-14T00:00:00.000,0-17 years (Children),All,"AI/AN, non-Hispanic",0,0
California,2023-24,2023-10-14T00:00:00.000,0-17 years (Children),All,"White, non-Hispanic",4.2,5.4
Georgia,2023-24,2023-10-14T00:00:00.000,0-17 years (Children),All,"A/PI, non-Hispanic",4.2,7
Minnesota,2023-24,2023-10-14T00:00:00.000,0-17 years (Children),Female,All,2.3,2.9
RSV-NET,2023-24,2023-10-14T00:00:00.000,0-17 years (Children),All,"A/PI, non-Hispanic",2.1,3.5
California,2023-24,2023-10-14T00:00:00.000,0-17 years (Children),All,"Black, non-Hispanic",5.7,11.3
Georgia,2023-24,2023-10-14T00:00:00.000,0-17 years (Children),All,Hispanic,8.7,15.8
New Mexico,2023-24,2023-10-14T00:00:00.000,0-17 years (Children),All,"White, non-Hispanic",0,0
New York,2023-24,2023-10-14T00:00:00.000,0-17 years (Children),All,All,1.2,2.1
New York,2023-24,2023-10-14T00:00:00.000,0-17 years (Children),All,"Black, non-Hispanic",7.5,11.3
Michigan,2023-24,2023-10-14T00:00:00.000,0-17 years (Children),All,"Black, non-Hispanic",2.4,4.8
California,2023-24,2023-10-14T00:00:00.000,0-17 years (Children),All,"AI/AN, non-Hispanic",0,0
Georgia,2023-24,2023-10-14T00:00:00.000,0-17 years (Children),Male,All,9.8,16
New Mexico,2023-24,2023-10-14T00:00:00.000,0-17 years (Children),All,"Black, non-Hispanic",0,0
RSV-NET,2023-24,2023-10-14T00:00:00.000,0-17 years (Children),All,Hispanic,3.7,6
New Mexico,2023-24,2023-10-14T00:00:00.000,0-17 years (Children),All,All,0,0.7
Georgia,2023-24,2023-10-14T00:00:00.000,0-17 years (Children),Female,All,5.6,13.9
New Mexico,2023-24,2023-10-14T00:00:00.000,0-17 years (Children),All,"AI/AN, non-Hispanic",0,0
RSV-NET,2023-24,2023-10-14T00:00:00.000,0-17 years (Children),Male,All,3.7,6.5
California,2023-24,2023-10-14T00:00:00.000,0-17 years (Children),All,"A/PI, non-Hispanic",3.2,4.8
New Mexico,2023-24,2023-10-14T00:00:00.000,0-17 years (Children),All,"A/PI, non-Hispanic",0,0
RSV-NET,2023-24,2023-10-14T00:00:00.000,0-17 years (Children),Female,All,2.7,5.2
Maryland,2023-24,2023-10-14T00:00:00.000,0-17 years (Children),All,"White, non-Hispanic",1.5,2.7
California,2023-24,2023-10-14T00:00:00.000,0-17 years (Children),All,Hispanic,2.4,4.7
Minnesota,2023-24,2023-10-14T00:00:00.000,0-17 years (Children),All,All,1.8,2.9
Tennessee,2023-24,2023-10-14T00:00:00.000,0-17 years (Children),Female,All,7.4,12.7
Tennessee,2023-24,2023-10-14T00:00:00.000,0-17 years (Children),All,"White, non-Hispanic",4.4,7.5
New Mexico,2023-24,2023-10-14T00:00:00.000,0-17 years (Children),All,Hispanic,0,0
Maryland,2023-24,2023-10-14T00:00:00.000,0-17 years (Children),All,"Black, non-Hispanic",1.5,5.1
California,2023-24,2023-10-14T00:00:00.000,0-17 years (Children),Male,All,4.9,8.1
Michigan,2023-24,2023-10-14T00:00:00.000,0-17 years (Children),All,All,1.2,1.6
Tennessee,2023-24,2023-10-14T00:00:00.000,0-17 years (Children),All,"Black, non-Hispanic",4.3,8.6
Maryland,2023-24,2023-10-14T00:00:00.000,0-17 years (Children),All,"AI/AN, non-Hispanic",0,0
New Mexico,2023-24,2023-10-14T00:00:00.000,0-17 years (Children),Male,All,0,0
California,2023-24,2023-10-14T00:00:00.000,0-17 years (Children),Female,All,1.8,3.3
Michigan,2023-24,2023-10-14T00:00:00.000,0-17 years (Children),All,"AI/AN, non-Hispanic",0,0
Tennessee,2023-24,2023-10-14T00:00:00.000,0-17 years (Children),All,"AI/AN, non-Hispanic",0,0
New Mexico,2023-24,2023-10-14T00:00:00.000,0-17 years (Children),Female,All,0,1.5
Colorado,2023-24,2023-10-14T00:00:00.000,0-17 years (Children),All,"White, non-Hispanic",2.1,2.5
Maryland,2023-24,2023-10-14T00:00:00.000,0-17 years (Children),All,"A/PI, non-Hispanic",2.5,2.5
New York,2023-24,2023-10-14T00:00:00.000,0-17 years (Children),Male,All,1.8,3.2
Colorado,2023-24,2023-10-14T00:00:00.000,0-17 years (Children),All,"Black, non-Hispanic",0,2.5
Utah,2023-24,2023-10-14T00:00:00.000,0-17 years (Children),All,"Black, non-Hispanic",0,0
Maryland,2023-24,2023-10-14T00:00:00.000,0-17 years (Children),All,Hispanic,8.4,12.6
Michigan,2023-24,2023-10-14T00:00:00.000,0-17 years (Children),All,"White, non-Hispanic",0.6,0.6
New York,2023-24,2023-10-14T00:00:00.000,0-17 years (Children),All,"White, non-Hispanic",0,0.4
Colorado,2023-24,2023-10-14T00:00:00.000,0-17 years (Children),All,"AI/AN, non-Hispanic",0,0
Maryland,2023-24,2023-10-14T00:00:00.000,0-17 years (Children),Male,All,2.3,4.5
Tennessee,2023-24,2023-10-14T00:00:00.000,0-17 years (Children),All,"A/PI, non-Hispanic",0,6.7
Colorado,2023-24,2023-10-14T00:00:00.000,0-17 years (Children),All,"A/PI, non-Hispanic",3.2,6.5
Maryland,2023-24,2023-10-14T00:00:00.000,0-17 years (Children),Female,All,2.4,4.4
New York,2023-24,2023-10-14T00:00:00.000,0-17 years (Children),All,"AI/AN, non-Hispanic",0,0
Tennessee,2023-24,2023-10-14T00:00:00.000,0-17 years (Children),Male,All,5.2,9.9
Colorado,2023-24,2023-10-14T00:00:00.000,0-17 years (Children),All,Hispanic,0,1.4
New York,2023-24,2023-10-14T00:00:00.000,0-17 years (Children),All,"A/PI, non-Hispanic",0,0
Colorado,2023-24,2023-10-14T00:00:00.000,0-17 years (Children),Male,All,1.6,3
Maryland,2023-24,2023-10-14T00:00:00.000,0-17 years (Children),All,All,2.3,4.5
Colorado,2023-24,2023-10-14T00:00:00.000,0-17 years (Children),Female,All,0.7,1.4
Georgia,2023-24,2023-10-14T00:00:00.000,0-17 years (Children),All,All,7.7,15
New York,2023-24,2023-10-14T00:00:00.000,0-17 years (Children),Female,All,0.5,1
Utah,2023-24,2023-10-14T00:00:00.000,0-17 years (Children),All,"AI/AN, non-Hispanic",0,0
Utah,2023-24,2023-10-14T00:00:00.000,0-17 years (Children),All,"A/PI, non-Hispanic",0,0
Connecticut,2023-24,2023-10-14T00:00:00.000,0-17 years (Children),All,All,4.7,6.8
Tennessee,2023-24,2023-10-14T00:00:00.000,0-17 years (Children),All,Hispanic,17,20.4
Oregon,2023-24,2023-10-14T00:00:00.000,0-17 years (Children),All,"White, non-Hispanic",1,2.5
Connecticut,2023-24,2023-10-14T00:00:00.000,0-17 years (Children),All,"Black, non-Hispanic",6.3,9.4
Michigan,2023-24,2023-10-14T00:00:00.000,0-17 years (Children),All,Hispanic,0,0
Connecticut,2023-24,2023-10-14T00:00:00.000,0-17 years (Children),All,"White, non-Hispanic",2.6,6.2
Utah,2023-24,2023-10-14T00:00:00.000,0-17 years (Children),All,Hispanic,0,0
Oregon,2023-24,2023-10-14T00:00:00.000,0-17 years (Children),All,"Black, non-Hispanic",0,0
Connecticut,2023-24,2023-10-14T00:00:00.000,0-17 years (Children),All,"AI/AN, non-Hispanic",0,0
Colorado,2023-24,2023-10-14T00:00:00.000,0-17 years (Children),All,All,1.2,2.2
Michigan,2023-24,2023-10-14T00:00:00.000,0-17 years (Children),All,"A/PI, non-Hispanic",0,0
Michigan,2023-24,2023-10-14T00:00:00.000,0-17 years (Children),Male,All,0.8,0.8
Oregon,2023-24,2023-10-14T00:00:00.000,0-17 years (Children),All,"AI/AN, non-Hispanic",0,0
Utah,2023-24,2023-10-14T00:00:00.000,0-17 years (Children),Male,All,0.7,1.3
Connecticut,2023-24,2023-10-14T00:00:00.000,0-17 years (Children),All,"A/PI, non-Hispanic",0,0
Michigan,2023-24,2023-10-14T00:00:00.000,0-17 years (Children),Female,All,1.7,2.5
California,2023-24,2023-10-14T00:00:00.000,0-17 years (Children),All,All,3.4,5.7
Connecticut,2023-24,2023-10-14T00:00:00.000,0-17 years (Children),All,Hispanic,7.3,7.3
Minnesota,2023-24,2023-10-14T00:00:00.000,0-17 years (Children),All,"White, non-Hispanic",1.8,3
Oregon,2023-24,2023-10-14T00:00:00.000,0-17 years (Children),All,"A/PI, non-Hispanic",0,0
Utah,2023-24,2023-10-14T00:00:00.000,0-17 years (Children),All,"White, non-Hispanic",0.6,1.1
Utah,2023-24,2023-10-14T00:00:00.000,0-17 years (Children),Female,All,0,0
Utah,2023-24,2023-10-21T00:00:00.000,0-17 years (Children),All,All,0,0.7
Connecticut,2023-24,2023-10-21T00:00:00.000,0-17 years (Children),Male,All,4.2,13.4
Oregon,2023-24,2023-10-21T00:00:00.000,0-17 years (Children),Male,All,0.6,2.8
Tennessee,2023-24,2023-10-21T00:00:00.000,0-17 years (Children),Male,All,7.1,17
Connecticut,2023-24,2023-10-21T00:00:00.000,0-17 years (Children),Female,All,2.6,7
Utah,2023-24,2023-10-21T00:00:00.000,0-17 years (Children),All,"White, non-Hispanic",0,1.1
Oregon,2023-24,2023-10-21T00:00:00.000,0-17 years (Children),All,Hispanic,0,1.3
Minnesota,2023-24,2023-10-21T00:00:00.000,0-17 years (Children),All,"Black, non-Hispanic",2.6,5.1
Tennessee,2023-24,2023-10-21T00:00:00.000,0-17 years (Children),All,All,7.2,18.5
Oregon,2023-24,2023-10-21T00:00:00.000,0-17 years (Children),Female,All,0,2.3
Georgia,2023-24,2023-10-21T00:00:00.000,0-17 years (Children),All,"White, non-Hispanic",7.4,24.1
Minnesota,2023-24,2023-10-21T00:00:00.000,0-17 years (Children),All,"A/PI, non-Hispanic",2.7,2.7
RSV-NET,2023-24,2023-10-21T00:00:00.000,0-17 years (Children),All,All,4,9.9
Minnesota,2023-24,2023-10-21T00:00:00.000,0-17 years (Children),All,Hispanic,1.3,1.3
RSV-NET,2023-24,2023-10-21T00:00:00.000,0-17 years (Children),All,"Black, non-Hispanic",7.1,17
Georgia,2023-24,2023-10-21T00:00:00.000,0-17 years (Children),All,"AI/AN, non-Hispanic",0,0
RSV-NET,2023-24,2023-10-21T00:00:00.000,0-17 years (Children),All,"White, non-Hispanic",2.7,7.1
Minnesota,2023-24,2023-10-21T00:00:00.000,0-17 years (Children),Male,All,3.8,6.9
Oregon,2023-24,2023-10-21T00:00:00.000,0-17 years (Children),All,All,0.3,2.5
RSV-NET,2023-24,2023-10-21T00:00:00.000,0-17 years (Children),All,"AI/AN, non-Hispanic",8.6,8.6
Georgia,2023-24,2023-10-21T00:00:00.000,0-17 years (Children),All,Hispanic,10.3,26.1
New Mexico,2023-24,2023-10-21T00:00:00.000,0-17 years (Children),All,"White, non-Hispanic",3.2,3.2
California,2023-24,2023-10-21T00:00:00.000,0-17 years (Children),All,"Black, non-Hispanic",5.7,17
RSV-NET,2023-24,2023-10-21T00:00:00.000,0-17 years (Children),All,"A/PI, non-Hispanic",2.7,6.2
New York,2023-24,2023-10-21T00:00:00.000,0-17 years (Children),All,All,1.6,3.8
Georgia,2023-24,2023-10-21T00:00:00.000,0-17 years (Children),Male,All,9.4,25.5
Tennessee,2023-24,2023-10-21T00:00:00.000,0-17 years (Children),All,Hispanic,6.8,27.2
New Mexico,2023-24,2023-10-21T00:00:00.000,0-17 years (Children),All,All,4.4,5.1
New Mexico,2023-24,2023-10-21T00:00:00.000,0-17 years (Children),All,"AI/AN, non-Hispanic",0,0
RSV-NET,2023-24,2023-10-21T00:00:00.000,0-17 years (Children),Male,All,4.8,11.2
Georgia,2023-24,2023-10-21T00:00:00.000,0-17 years (Children),Female,All,6.4,20.3
RSV-NET,2023-24,2023-10-21T00:00:00.000,0-17 years (Children),Female,All,3.3,8.6
Minnesota,2023-24,2023-10-21T00:00:00.000,0-17 years (Children),All,All,2.2,5.2
California,2023-24,2023-10-21T00:00:00.000,0-17 years (Children),All,"A/PI, non-Hispanic",2.7,7.5
Tennessee,2023-24,2023-10-21T00:00:00.000,0-17 years (Children),All,"White, non-Hispanic",5.6,13.1
New Mexico,2023-24,2023-10-21T00:00:00.000,0-17 years (Children),All,Hispanic,4.6,4.6
California,2023-24,2023-10-21T00:00:00.000,0-17 years (Children),Male,All,4.3,12.4
Maryland,2023-24,2023-10-21T00:00:00.000,0-17 years (Children),All,"Black, non-Hispanic",8.2,13.4
Michigan,2023-24,2023-10-21T00:00:00.000,0-17 years (Children),All,All,3.6,5.3
California,2023-24,2023-10-21T00:00:00.000,0-17 years (Children),Female,All,3,6.3
Tennessee,2023-24,2023-10-21T00:00:00.000,0-17 years (Children),All,"AI/AN, non-Hispanic",0,0
Utah,2023-24,2023-10-21T00:00:00.000,0-17 years (Children),All,"AI/AN, non-Hispanic",0,0
Colorado,2023-24,2023-10-21T00:00:00.000,0-17 years (Children),All,"White, non-Hispanic",2.5,4.9
Maryland,2023-24,2023-10-21T00:00:00.000,0-17 years (Children),All,"A/PI, non-Hispanic",2.5,4.9
Tennessee,2023-24,2023-10-21T00:00:00.000,0-17 years (Children),All,"Black, non-Hispanic",11.4,20
New Mexico,2023-24,2023-10-21T00:00:00.000,0-17 years (Children),Female,All,3,4.5
New York,2023-24,2023-10-21T00:00:00.000,0-17 years (Children),Male,All,2.8,6
RSV-NET,2023-24,2023-10-21T00:00:00.000,0-17 years (Children),All,Hispanic,4.6,10.6
Tennessee,2023-24,2023-10-21T00:00:00.000,0-17 years (Children),Female,All,7.4,20.1
New York,2023-24,2023-10-21T00:00:00.000,0-17 years (Children),All,"White, non-Hispanic",1.4,1.8
Oregon,2023-24,2023-10-21T00:00:00.000,0-17 years (Children),All,"Black, non-Hispanic",0,0
New York,2023-24,2023-10-21T00:00:00.000,0-17 years (Children),Female,All,0.5,1.4
Maryland,2023-24,2023-10-21T00:00:00.000,0-17 years (Children),All,All,5.6,10.1
New York,2023-24,2023-10-21T00:00:00.000,0-17 years (Children),All,Hispanic,2,5.9
Colorado,2023-24,2023-10-21T00:00:00.000,0-17 years (Children),All,"AI/AN, non-Hispanic",0,0
New York,2023-24,2023-10-21T00:00:00.000,0-17 years (Children),All,"AI/AN, non-Hispanic",0,0
Maryland,2023-24,2023-10-21T00:00:00.000,0-17 years (Children),Male,All,6.2,10.7
New York,2023-24,2023-10-21T00:00:00.000,0-17 years (Children),All,"Black, non-Hispanic",1.9,13.1
New Mexico,2023-24,2023-10-21T00:00:00.000,0-17 years (Children),Male,All,5.7,5.7
Michigan,2023-24,2023-10-21T00:00:00.000,0-17 years (Children),All,"White, non-Hispanic",1.9,2.5
New Mexico,2023-24,2023-10-21T00:00:00.000,0-17 years (Children),All,"A/PI, non-Hispanic",0,0
New Mexico,2023-24,2023-10-21T00:00:00.000,0-17 years (Children),All,"Black, non-Hispanic",0,0
Minnesota,2023-24,2023-10-21T00:00:00.000,0-17 years (Children),Female,All,0.6,3.4
Maryland,2023-24,2023-10-21T00:00:00.000,0-17 years (Children),Female,All,5.1,9.5
Minnesota,2023-24,2023-10-21T00:00:00.000,0-17 years (Children),All,"AI/AN, non-Hispanic",23.2,23.2
Minnesota,2023-24,2023-10-21T00:00:00.000,0-17 years (Children),All,"White, non-Hispanic",1,4
Michigan,2023-24,2023-10-21T00:00:00.000,0-17 years (Children),All,"A/PI, non-Hispanic",0,0
Michigan,2023-24,2023-10-21T00:00:00.000,0-17 years (Children),All,"Black, non-Hispanic",7.2,12
New York,2023-24,2023-10-21T00:00:00.000,0-17 years (Children),All,"A/PI, non-Hispanic",5.6,5.6
Maryland,2023-24,2023-10-21T00:00:00.000,0-17 years (Children),All,Hispanic,8.4,21.1
Colorado,2023-24,2023-10-21T00:00:00.000,0-17 years (Children),All,Hispanic,2.9,4.3
Maryland,2023-24,2023-10-21T00:00:00.000,0-17 years (Children),All,"AI/AN, non-Hispanic",83.9,83.9
Maryland,2023-24,2023-10-21T00:00:00.000,0-17 years (Children),All,"White, non-Hispanic",3.8,6.5
Georgia,2023-24,2023-10-21T00:00:00.000,0-17 years (Children),All,"A/PI, non-Hispanic",4.2,11.2
Georgia,2023-24,2023-10-21T00:00:00.000,0-17 years (Children),All,"Black, non-Hispanic",8.4,24.2
Connecticut,2023-24,2023-10-21T00:00:00.000,0-17 years (Children),All,Hispanic,1.5,8.8
Connecticut,2023-24,2023-10-21T00:00:00.000,0-17 years (Children),All,"AI/AN, non-Hispanic",0,0
Connecticut,2023-24,2023-10-21T00:00:00.000,0-17 years (Children),All,"White, non-Hispanic",2.6,8.8
Colorado,2023-24,2023-10-21T00:00:00.000,0-17 years (Children),Male,All,3,5.9
Colorado,2023-24,2023-10-21T00:00:00.000,0-17 years (Children),All,"A/PI, non-Hispanic",3.2,9.7
Colorado,2023-24,2023-10-21T00:00:00.000,0-17 years (Children),All,"Black, non-Hispanic",5,7.6
Utah,2023-24,2023-10-21T00:00:00.000,0-17 years (Children),All,"Black, non-Hispanic",0,0
Michigan,2023-24,2023-10-21T00:00:00.000,0-17 years (Children),All,"AI/AN, non-Hispanic",0,0
California,2023-24,2023-10-21T00:00:00.000,0-17 years (Children),All,Hispanic,5.7,10.4
Colorado,2023-24,2023-10-21T00:00:00.000,0-17 years (Children),Female,All,2.4,3.8
California,2023-24,2023-10-21T00:00:00.000,0-17 years (Children),All,"AI/AN, non-Hispanic",0,0
Georgia,2023-24,2023-10-21T00:00:00.000,0-17 years (Children),All,All,7.9,22.9
California,2023-24,2023-10-21T00:00:00.000,0-17 years (Children),All,"White, non-Hispanic",2.4,7.8
Connecticut,2023-24,2023-10-21T00:00:00.000,0-17 years (Children),All,All,3.4,10.3
Utah,2023-24,2023-10-21T00:00:00.000,0-17 years (Children),All,"A/PI, non-Hispanic",0,0
Michigan,2023-24,2023-10-21T00:00:00.000,0-17 years (Children),All,Hispanic,5.1,5.1
Oregon,2023-24,2023-10-21T00:00:00.000,0-17 years (Children),All,"White, non-Hispanic",0.5,3
Connecticut,2023-24,2023-10-21T00:00:00.000,0-17 years (Children),All,"Black, non-Hispanic",9.4,18.9
Utah,2023-24,2023-10-21T00:00:00.000,0-17 years (Children),All,Hispanic,0,0
Michigan,2023-24,2023-10-21T00:00:00.000,0-17 years (Children),Male,All,2.4,3.2
Colorado,2023-24,2023-10-21T00:00:00.000,0-17 years (Children),All,All,2.7,4.9
Utah,2023-24,2023-10-21T00:00:00.000,0-17 years (Children),Male,All,0,1.3
Connecticut,2023-24,2023-10-21T00:00:00.000,0-17 years (Children),All,"A/PI, non-Hispanic",9.9,9.9
Michigan,2023-24,2023-10-21T00:00:00.000,0-17 years (Children),Female,All,5,7.4
Oregon,2023-24,2023-10-21T00:00:00.000,0-17 years (Children),All,"AI/AN, non-Hispanic",0,0
California,2023-24,2023-10-21T00:00:00.000,0-17 years (Children),All,All,3.7,9.4
Tennessee,2023-24,2023-10-21T00:00:00.000,0-17 years (Children),All,"A/PI, non-Hispanic",0,6.7
Oregon,2023-24,2023-10-21T00:00:00.000,0-17 years (Children),All,"A/PI, non-Hispanic",0,0
Utah,2023-24,2023-10-21T00:00:00.000,0-17 years (Children),Female,All,0,0
Utah,2023-24,2023-10-28T00:00:00.000,0-17 years (Children),All,All,1.3,2
Connecticut,2023-24,2023-10-28T00:00:00.000,0-17 years (Children),Male,All,10,23.4
Minnesota,2023-24,2023-10-28T00:00:00.000,0-17 years (Children),All,"Black, non-Hispanic",7.7,12.8
Oregon,2023-24,2023-10-28T00:00:00.000,0-17 years (Children),Male,All,0,2.8
Minnesota,2023-24,2023-10-28T00:00:00.000,0-17 years (Children),All,"AI/AN, non-Hispanic",0,23.2
Oregon,2023-24,2023-10-28T00:00:00.000,0-17 years (Children),All,Hispanic,0,1.3
Tennessee,2023-24,2023-10-28T00:00:00.000,0-17 years (Children),All,All,6.7,25.2
Minnesota,2023-24,2023-10-28T00:00:00.000,0-17 years (Children),All,"A/PI, non-Hispanic",4,6.7
Oregon,2023-24,2023-10-28T00:00:00.000,0-17 years (Children),Female,All,0,2.3
Georgia,2023-24,2023-10-28T00:00:00.000,0-17 years (Children),All,"White, non-Hispanic",7,31.1
RSV-NET,2023-24,2023-10-28T00:00:00.000,0-17 years (Children),All,All,4.2,14.1
New York,2023-24,2023-10-28T00:00:00.000,0-17 years (Children),All,"AI/AN, non-Hispanic",0,0
Minnesota,2023-24,2023-10-28T00:00:00.000,0-17 years (Children),All,Hispanic,6.7,8
RSV-NET,2023-24,2023-10-28T00:00:00.000,0-17 years (Children),All,"White, non-Hispanic",3.1,10.1
Georgia,2023-24,2023-10-28T00:00:00.000,0-17 years (Children),All,"AI/AN, non-Hispanic",0,0
Minnesota,2023-24,2023-10-28T00:00:00.000,0-17 years (Children),Male,All,3.6,10.4
RSV-NET,2023-24,2023-10-28T00:00:00.000,0-17 years (Children),All,"Black, non-Hispanic",6.4,23.4
Oregon,2023-24,2023-10-28T00:00:00.000,0-17 years (Children),All,All,0,2.5
Minnesota,2023-24,2023-10-28T00:00:00.000,0-17 years (Children),Female,All,3.7,7.1
California,2023-24,2023-10-28T00:00:00.000,0-17 years (Children),All,"White, non-Hispanic",3,10.8
RSV-NET,2023-24,2023-10-28T00:00:00.000,0-17 years (Children),All,"AI/AN, non-Hispanic",0,8.6
New Mexico,2023-24,2023-10-28T00:00:00.000,0-17 years (Children),All,"White, non-Hispanic",3.2,6.3
RSV-NET,2023-24,2023-10-28T00:00:00.000,0-17 years (Children),All,"A/PI, non-Hispanic",2.3,8.6
Georgia,2023-24,2023-10-28T00:00:00.000,0-17 years (Children),All,Hispanic,14.1,40.2
California,2023-24,2023-10-28T00:00:00.000,0-17 years (Children),All,"Black, non-Hispanic",1.9,18.9
New York,2023-24,2023-10-28T00:00:00.000,0-17 years (Children),All,All,2.4,6.1
New Mexico,2023-24,2023-10-28T00:00:00.000,0-17 years (Children),All,"Black, non-Hispanic",25.8,25.8
